1981,GOLD, A.M.,GOLD, P.M.
18-Sep-85,315.5,236.37,316.25,236.18
19-Sep-85,315.9,236.54,316.3,236.54
20-Sep-85,319.2,236.48,319.15,233.64
23-Sep-85,328.1,229.44,327.45,228.83
24-Sep-85,328.4,229.09,327.9,229.62
25-Sep-85,328.7,229.83,328.5,229.64
26-Sep-85,330.4,228.81,329.25,228.41
27-Sep-85,328.95,231.9,328.6,233.05
30-Sep-85,326.5,233.05,325.75,231.64
01-Oct-85,323.15,229.97,322.25,229.44
02-Oct-85,324.75,228.3,324.95,228.89
03-Oct-85,324.35,229.14,324.9,229
04-Oct-85,330.55,231.4,328,230.01
07-Oct-85,326.25,230.7,325.75,229.81
08-Oct-85,326.1,230.3,326.35,230.88
09-Oct-85,326.95,231.09,326.55,230.48
10-Oct-85,325.55,230.1,325.5,230.17
11-Oct-85,325.8,230.49,325.6,230.79
14-Oct-85,326.6,231.25,326.65,231.09
15-Oct-85,326.85,231.24,327,231.23
16-Oct-85,325.9,230.6,323.65,229.34
17-Oct-85,324.6,229.19,325.5,229.92
18-Oct-85,326.25,228.87,326.25,228.35
21-Oct-85,326.5,227.49,326.15,227.12
22-Oct-85,325.9,227.11,327.75,228.51
23-Oct-85,326.9,227.81,325.9,227.11
24-Oct-85,325.95,227.54,326.2,228.35
25-Oct-85,325.65,228.33,325.4,228.35
28-Oct-85,326.5,228.96,326.5,229.01
29-Oct-85,326.55,227.77,326.3,226.96
30-Oct-85,326.8,226.32,326.2,225.56
31-Oct-85,325.75,225.64,325.1,224.67
01-Nov-85,324.65,226.24,323.5,225.28
04-Nov-85,325.6,225.41,325.35,225.97
05-Nov-85,324.55,225.77,324.6,226.09
06-Nov-85,324.75,225.96,324.4,225.98
07-Nov-85,323.6,225.46,323,226.48
08-Nov-85,322.1,227.52,321.95,227.32
11-Nov-85,323.25,227.77,323.1,227.49
12-Nov-85,322.7,228.09,323.1,228.37
13-Nov-85,324.5,228.44,324.5,228.07
14-Nov-85,325,227.75,325.3,227.96
15-Nov-85,324.55,227.17,325.4,228.11
18-Nov-85,323.75,227.43,323.5,227.13
19-Nov-85,324.1,226.72,324.35,226.3
20-Nov-85,325.05,226.23,325.65,227.54
21-Nov-85,325.75,225.46,325.8,225.78
22-Nov-85,326,225.42,326.5,225.72
25-Nov-85,330.5,225.52,330.2,226.29
26-Nov-85,331.5,227.57,331.25,226.62
27-Nov-85,330.45,224.87,328.15,223.57
28-Nov-85,326.75,222.13,326.3,221.18
29-Nov-85,327.4,220.4,325.3,218.25
02-Dec-85,323.95,216.73,321.5,215.12
03-Dec-85,322.5,217.76,322.6,218.12
04-Dec-85,324.5,218.23,324.2,218.17
05-Dec-85,322.5,218.01,322.8,218.08
06-Dec-85,322.5,218.42,322.3,218.43
09-Dec-85,320.15,219.06,317.4,217.03
10-Dec-85,316.1,219.21,317,220.29
11-Dec-85,316.8,221.38,315.5,222.5
12-Dec-85,316.05,220.01,317.5,221.15
13-Dec-85,317.9,220.23,317.75,220.48
16-Dec-85,318.25,221.16,318.6,221.56
17-Dec-85,321.9,223.03,321.15,222.94
18-Dec-85,321.1,223.56,320.05,224.44
19-Dec-85,323.4,227.11,325.8,228.71
20-Dec-85,323.55,227.45,325.55,228.54
23-Dec-85,325.75,227.96,327.6,228.93
24-Dec-85,324.85,227.65,324.85,227.65
27-Dec-85,324.8,226.74,326.85,227.93
30-Dec-85,326.15,226.65,326.8,226.94
31-Dec-85,327,226.61,holiday,holiday
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1986,GOLD, A.M.,GOLD, P.M.
 ,USD,GBP,USD,GBP
02-Jan-86,327.1,224.3,326.3,225.58
03-Jan-86,326,225.53,326.75,226.28
06-Jan-86,327.8,228.62,328,227.3
07-Jan-86,328.9,227.77,330,228.85
08-Jan-86,330.9,229.35,332.6,230.17
09-Jan-86,333.9,231.12,333.5,231.16
10-Jan-86,339.45,231.83,340.45,233.35
13-Jan-86,340.75,235.9,339.4,236.1
14-Jan-86,338.8,235.28,341,237.14
15-Jan-86,345.3,240.01,346.75,240.67
16-Jan-86,359.6,249.26,363,251.65
17-Jan-86,357.25,248.61,352.6,244.95
20-Jan-86,353.25,247.29,351,247.39
21-Jan-86,356.5,252.03,356.5,252.3
22-Jan-86,352.75,250.5,353,251.84
23-Jan-86,349.5,249.38,350.3,253.02
24-Jan-86,355.25,254.66,354,254.13
27-Jan-86,361.75,261.85,358.4,258.87
28-Jan-86,353.8,251.19,353,251.43
29-Jan-86,354.4,251.88,353.25,251.75
30-Jan-86,355.4,253.13,358,253.96
31-Jan-86,354,250.12,350.5,248.05
03-Feb-86,347.35,249.95,347.3,249.82
04-Feb-86,338.5,246.2,338.6,245.72
05-Feb-86,335.95,242.13,337.3,242.23
06-Feb-86,337.1,242.26,337.1,241.39
07-Feb-86,337.9,240.67,337.2,240.69
10-Feb-86,340.5,242.56,340.15,241.5
11-Feb-86,337.2,239.83,335.8,237.77
12-Feb-86,338.35,238.78,337.25,238.04
13-Feb-86,335.4,236.9,334,235.88
14-Feb-86,329.5,232.57,331.35,233.46
17-Feb-86,333,234.92,333,234.54
18-Feb-86,332.4,233.84,337.25,236
19-Feb-86,343.7,237.53,341.4,235.89
20-Feb-86,339.25,232.68,337.1,231.65
21-Feb-86,339,235.34,338,233.75
24-Feb-86,343.35,234.9,341.8,233.74
25-Feb-86,351.4,235.4,352.4,235.88
26-Feb-86,345.1,233.02,345.75,233.22
27-Feb-86,337.85,226.44,336.9,225.5
28-Feb-86,338.25,230.65,338.15,231.14
03-Mar-86,339.45,236.52,335.6,233.54
04-Mar-86,337.9,233.12,337.15,230.06
05-Mar-86,342.2,233.5,341.5,233.87
06-Mar-86,343,235.9,344.5,236.36
07-Mar-86,342,235.91,343.35,234.77
10-Mar-86,341.8,235.56,340.25,236.2
11-Mar-86,341.65,235.95,342.9,234.78
12-Mar-86,344.5,233.24,343.85,233.75
13-Mar-86,349.8,239.84,349.6,239.7
14-Mar-86,347.6,236.75,348,236.74
17-Mar-86,348.2,238.62,349.9,238.19
18-Mar-86,350.8,239.29,351.15,238.72
19-Mar-86,349.25,236.54,346.75,235.01
20-Mar-86,350.6,234.56,350.65,235.26
21-Mar-86,351.35,234.5,352.9,234.77
24-Mar-86,352.4,235.4,350.2,235.75
25-Mar-86,352.9,240.89,351.75,240.1
26-Mar-86,344.9,235.72,344.3,234.7
27-Mar-86,345.5,233.34,344,232.2
01-Apr-86,333.7,227.91,333.1,226.29
02-Apr-86,335.5,227.84,335.5,228.28
03-Apr-86,336.6,229.37,334.75,229.47
04-Apr-86,335.6,230.42,334.5,229.98
07-Apr-86,336.5,230.8,337.65,232.35
08-Apr-86,340.65,231.55,339.4,229.64
09-Apr-86,338.65,231.45,337.85,230.69
10-Apr-86,338.15,230.98,337.7,230.78
11-Apr-86,340.25,230.21,341.95,231.2
14-Apr-86,343.2,232.44,341.6,230.89
15-Apr-86,340.25,230.13,341.75,231.15
16-Apr-86,340.75,227.62,339,224.83
17-Apr-86,339.3,225.22,339.9,224.73
18-Apr-86,341,224.49,342.75,226.46
21-Apr-86,342.45,226.11,341.4,226.47
22-Apr-86,344.15,225.75,344.1,226.08
23-Apr-86,347.25,227.97,346.2,227.09
24-Apr-86,346,224.6,344.75,224.45
25-Apr-86,344.3,224.34,344.45,225.4
28-Apr-86,344.4,222.84,343.15,221.82
29-Apr-86,342.35,220.99,342.45,220.79
30-Apr-86,344.75,223.36,345.75,223.07
01-May-86,345.6,224.63,345.1,225.93
02-May-86,341.6,224.74,341.6,224.66
06-May-86,341.55,222.65,340.4,221.76
07-May-86,342.15,222.61,342.45,222.8
08-May-86,344.6,222.61,345.25,222.57
09-May-86,344.25,223.42,345.35,224.14
12-May-86,344.9,222.95,345.2,222.97
13-May-86,343.8,222.24,343.7,222
14-May-86,342.75,222.97,342.45,223.09
15-May-86,342.5,222.33,342,222.05
16-May-86,342.75,224.68,343,224.92
19-May-86,342.05,225.42,340.8,224.31
20-May-86,340.3,222.27,338.7,222.32
21-May-86,338.6,223.5,338.9,223.4
22-May-86,339.4,225.55,340.45,225.99
23-May-86,340.85,228.12,341.1,229.42
27-May-86,341.15,228.32,341.5,228.25
28-May-86,341.6,227.25,343.75,228.18
29-May-86,342.75,228.53,342.7,228.77
30-May-86,343.35,231.45,343.2,232.6
02-Jun-86,343,233.1,341.85,231.03
03-Jun-86,341.85,229.35,342.2,229.08
04-Jun-86,341.4,228.48,340.75,228.95
05-Jun-86,341.5,229.43,341.75,229.56
06-Jun-86,341.5,226.49,341.65,226.59
09-Jun-86,341.85,228.28,341.8,228.02
10-Jun-86,347.55,230.93,347.7,229.78
11-Jun-86,347.5,226.72,347.4,227.31
12-Jun-86,347.95,228.16,348.35,227.83
13-Jun-86,347.4,229.08,346.2,227.09
16-Jun-86,346.5,226.99,339.3,222.57
17-Jun-86,337.3,223.94,336.75,222.87
18-Jun-86,338.5,224.62,339.15,225.42
19-Jun-86,338.7,224.72,339.2,225.31
20-Jun-86,338.9,225.33,339.65,226.21
23-Jun-86,340.5,228.75,341.05,229.05
24-Jun-86,340.75,225.44,342,225.67
25-Jun-86,343.25,226.3,344.15,226.19
26-Jun-86,343.8,227.41,344.9,227.28
27-Jun-86,343.55,225.95,344.5,225.68
30-Jun-86,345.5,225.89,346.75,225.46
01-Jul-86,345.65,224.13,345.1,223.19
02-Jul-86,344,223.74,342.3,222.06
03-Jul-86,343.5,222.3,343.85,222.2
04-Jul-86,343.8,222.17,343.8,222.74
07-Jul-86,344.45,223.06,344.85,223.54
08-Jul-86,346.5,225.66,347.85,225.48
09-Jul-86,350.35,228.17,348.1,227.89
10-Jul-86,347.5,227.94,346.8,228.49
11-Jul-86,347.65,229.4,348.1,230.61
14-Jul-86,346.2,232.63,345.75,233.11
15-Jul-86,345.85,231.73,346,231.98
16-Jul-86,348.35,230.89,347.6,230.05
17-Jul-86,346.9,229.74,347,229.32
18-Jul-86,347.1,231.4,347.9,232.63
21-Jul-86,353,235.73,353.95,235.68
22-Jul-86,353.5,236.33,353.5,235.95
23-Jul-86,351.75,235.76,347.25,233.26
24-Jul-86,348.5,233.14,348.65,233.49
25-Jul-86,349,234.31,349.4,234.97
28-Jul-86,350.8,238.23,353.6,240.22
29-Jul-86,353.3,238.04,351.25,236.88
30-Jul-86,351.35,235.17,351.65,236.17
31-Jul-86,357.75,239.86,357.5,239.37
01-Aug-86,360.5,241.62,361,242.12
04-Aug-86,358.75,242.56,359.8,245.21
05-Aug-86,358.5,240.85,358.5,241.01
06-Aug-86,360.85,243.24,362.4,244.98
07-Aug-86,360.85,244.18,361.8,244.71
08-Aug-86,361.85,244.99,368.8,249.98
11-Aug-86,394.5,267.19,388,262.52
12-Aug-86,386.1,259.65,384,258.5
13-Aug-86,391.25,263.03,388,261.02
14-Aug-86,384,257.86,385.25,258.12
15-Aug-86,386.4,258.08,385.1,257.2
18-Aug-86,377.25,252.24,377.25,252.38
19-Aug-86,372.5,249.46,374.4,249.72
20-Aug-86,379,252.25,378,251.83
21-Aug-86,381.75,254.96,380.75,254.09
22-Aug-86,384.65,256.18,386.25,257.98
26-Aug-86,379.3,256.2,381.1,256.94
27-Aug-86,377.8,254.74,380.1,256.05
28-Aug-86,384,258.85,386.7,260.72
29-Aug-86,386,261.08,384.7,258.45
01-Sep-86,392,263.09,391.75,262.87
02-Sep-86,395.5,264.96,393.25,263.5
03-Sep-86,407.2,272.52,405,270.6
04-Sep-86,404,268.76,405.5,269.35
05-Sep-86,418.25,279.08,420.8,280.85
08-Sep-86,419,280.83,418.6,280.71
09-Sep-86,412.5,277.37,409.25,275.13
10-Sep-86,414.5,280.35,418.5,282.1
11-Sep-86,407,274.57,402,272.36
12-Sep-86,418.75,285.06,419.5,283.64
15-Sep-86,416,279.81,413,278.15
16-Sep-86,413.55,279.94,417.25,282.27
17-Sep-86,413.6,280.03,413.2,279.91
18-Sep-86,415.7,281.35,417.85,284.83
19-Sep-86,423,285.91,430,291.53
22-Sep-86,442.75,303.05,435.5,298.59
23-Sep-86,435.15,301.04,435,299.38
24-Sep-86,434,298.18,431.5,298.51
25-Sep-86,432.25,298.72,429.4,298.09
26-Sep-86,434,302.76,433,301.64
29-Sep-86,429.45,298.06,427,297.15
30-Sep-86,421.2,291.19,423.2,292.43
01-Oct-86,425.5,294.26,425,293.91
02-Oct-86,425.5,295.69,431.3,300.66
03-Oct-86,436.9,302.88,436,302.78
06-Oct-86,436.5,302.81,436.9,303.4
07-Oct-86,442,307.05,436,303.41
08-Oct-86,439.4,307.6,438.1,307.98
09-Oct-86,435.8,304.97,435.75,306.44
10-Oct-86,428.15,299.72,430.75,301.22
13-Oct-86,431.4,300.84,432.6,301.67
14-Oct-86,431.25,300.88,428.8,298.4
15-Oct-86,426.25,296.52,422,293.4
16-Oct-86,426,295.83,425.5,295.38
17-Oct-86,420,294.12,419.25,292.98
20-Oct-86,420,293.77,425,297.1
21-Oct-86,426.8,297.53,425.1,296.07
22-Oct-86,426.6,297.01,425,296.52
23-Oct-86,425.4,297.01,423.4,297.37
24-Oct-86,413,291.46,410.5,290.31
27-Oct-86,409.6,291.12,409.75,290.91
28-Oct-86,409.55,289.29,410.7,290.21
29-Oct-86,407.75,288.31,405.8,286.68
30-Oct-86,404,286.63,406.5,289.57
31-Oct-86,401.5,286.85,401,285.17
03-Nov-86,400.3,282.9,406.2,287.37
04-Nov-86,408.5,288.8,408,288.41
05-Nov-86,410.25,287.94,405.25,285.09
06-Nov-86,405,283.81,408.55,285.9
07-Nov-86,408.3,286.27,408.2,286.12
10-Nov-86,409.9,284.75,410.75,285.34
11-Nov-86,407.4,283.41,406,282.28
12-Nov-86,407.45,285.67,407,284.95
13-Nov-86,406.85,286.66,407.5,286.91
14-Nov-86,409,285.65,408.25,285.69
17-Nov-86,393.25,275.04,392.5,275.05
18-Nov-86,388,272.76,391,274.71
19-Nov-86,391.5,276.05,393.4,276.65
20-Nov-86,387,273.69,389.35,275.78
21-Nov-86,389.5,275.69,388.2,274.44
24-Nov-86,380.4,268.23,380.5,267.96
25-Nov-86,380.75,268.83,383.75,269.77
26-Nov-86,384,268.72,383.6,267.97
27-Nov-86,382.3,267.81,383.5,267.96
28-Nov-86,390,271.46,389.5,271.15
01-Dec-86,399.6,278.62,395.55,275.49
02-Dec-86,394.3,275.73,389.5,271.71
03-Dec-86,385.25,269.1,389.75,272.12
04-Dec-86,391.2,273.18,389.25,271.92
05-Dec-86,388.6,272.19,388.5,272.06
08-Dec-86,390.5,274.81,389.6,273.79
09-Dec-86,389.2,273.08,386.8,271.95
10-Dec-86,387.25,271.7,391.5,274.64
11-Dec-86,388.75,272.77,388.4,272.73
12-Dec-86,389.7,273.15,391.5,273.83
15-Dec-86,394.6,275.21,394.3,275.16
16-Dec-86,393.7,274.55,393.1,274.7
17-Dec-86,393.4,274.76,392,273.93
18-Dec-86,392.5,274.53,390.75,273.16
19-Dec-86,394.15,275.01,394.8,275.51
22-Dec-86,395.35,274.26,394.15,273.18
23-Dec-86,392.75,272.18,389.2,268.51
24-Dec-86,391,268.36,holiday,holiday
29-Dec-86,391.4,268.69,390.1,265.68
30-Dec-86,389.4,265.68,388.75,265.03
31-Dec-86,390.9,264.57,holiday,holiday
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1987,GOLD, A.M.,GOLD, P.M.
 ,USD,GBP,USD,GBP
02-Jan-87,402.4,270.61,403.5,270.15
05-Jan-87,399,269.45,398.95,270.75
06-Jan-87,401.7,272.34,401.7,272.15
07-Jan-87,399.5,271.86,400.4,272.33
08-Jan-87,401.6,273.61,402.65,273.48
09-Jan-87,402.25,272.95,402,272.58
12-Jan-87,409.9,276.4,411.1,276.69
13-Jan-87,408.6,274.14,409,274.96
14-Jan-87,414.4,277.1,415.1,276.55
15-Jan-87,415,276.3,416.25,276.12
16-Jan-87,414.5,275.6,415.7,274.48
19-Jan-87,421.25,274.43,422.25,274.87
20-Jan-87,417.4,274.43,415.75,272.62
21-Jan-87,408.5,269.07,407.2,267.98
22-Jan-87,410.6,267.41,410.45,267.01
23-Jan-87,403.55,265.41,400,262.42
26-Jan-87,405.35,264.31,406,266.14
27-Jan-87,408.7,267.47,411.5,269.34
28-Jan-87,416.5,269.67,413.75,267.49
29-Jan-87,411,266.62,409.7,265.95
30-Jan-87,407.3,265.95,400.5,264.88
02-Feb-87,406.45,267.93,406.75,267.99
03-Feb-87,402,263,404,263.33
04-Feb-87,401.75,263.93,402.8,265
05-Feb-87,402.6,265.22,398.9,262.95
06-Feb-87,402.7,266.48,402.6,267.01
09-Feb-87,402.95,267.71,405.9,267.66
10-Feb-87,404.4,265.13,402.85,263.34
11-Feb-87,402.9,264.02,403,264.26
12-Feb-87,402,264.21,402.3,263.84
13-Feb-87,395.55,261,397.35,261.5
16-Feb-87,397.2,259.83,397.25,260.49
17-Feb-87,396.85,259.29,397.25,258.8
18-Feb-87,392.95,256.29,390,254.74
19-Feb-87,392.6,258.34,393.35,258.53
20-Feb-87,397.5,259.97,399.75,261.19
23-Feb-87,403,262.11,403.2,261.82
24-Feb-87,401.95,260.58,399.3,259.12
25-Feb-87,406.7,264.06,405.8,263.59
26-Feb-87,403.1,262.09,404.1,261.98
27-Feb-87,405.75,262.67,405.85,262.35
02-Mar-87,404.4,259.61,404.25,259.6
03-Mar-87,403.7,258.95,403.8,258.43
04-Mar-87,407.65,260.15,406.55,259.38
05-Mar-87,411.45,262.07,410.75,261.09
06-Mar-87,406.5,256.79,406.3,255.62
09-Mar-87,404.85,253.82,405,254.4
10-Mar-87,405,255.68,405.6,255.9
11-Mar-87,406.85,254.92,407.2,255.7
12-Mar-87,408,256.2,409.9,258.53
13-Mar-87,409.25,259.27,408.5,258.79
16-Mar-87,404.65,256.16,405.3,256.76
17-Mar-87,406,254.63,406.35,254.69
18-Mar-87,406.4,253.13,404.35,251.43
19-Mar-87,405.05,252.92,404.45,252.28
20-Mar-87,405,253.2,404.45,252.86
23-Mar-87,406.6,252.05,408.3,252.74
24-Mar-87,410.3,252.93,409,253.72
25-Mar-87,415,256.98,413.7,257.48
26-Mar-87,411.3,257.06,411,256.08
27-Mar-87,415.9,258.81,416.35,259.46
30-Mar-87,421.8,261.7,424,263.11
31-Mar-87,419,260.85,421,262.67
01-Apr-87,418.5,261.01,418.75,261.12
02-Apr-87,420.25,263.88,418.7,262.79
03-Apr-87,418.65,260.35,418.7,259.21
06-Apr-87,420.55,259.47,421.45,260.64
07-Apr-87,419.8,259.09,418.5,258.65
08-Apr-87,423.2,261.96,420.5,260.61
09-Apr-87,421.5,260.35,421,260.25
10-Apr-87,432.3,266.11,431.6,265.44
13-Apr-87,436.5,268.37,435.9,268.25
14-Apr-87,440.25,270.46,442.4,271.16
15-Apr-87,445.5,273.87,444.1,272.72
16-Apr-87,441,270.77,437.75,268.89
21-Apr-87,454.3,277.57,449.5,274.81
22-Apr-87,446.8,274.6,445.5,273.62
23-Apr-87,453,277.71,450.5,276.01
24-Apr-87,462.6,280.48,462.2,279.78
27-Apr-87,476.6,285.65,474.75,284.79
28-Apr-87,455.75,274.22,453,273.96
29-Apr-87,451.75,273.32,449,271.43
30-Apr-87,454.5,273.06,453.25,272.22
01-May-87,452.15,270.83,456.75,273.18
05-May-87,464.5,273.62,459.25,272.31
06-May-87,456.75,271.26,456.25,270.61
07-May-87,457.4,271.78,456.25,271.79
08-May-87,456.7,271.36,453,270.77
11-May-87,454.75,271.93,453,272.07
12-May-87,460.25,276.51,460.7,276.33
13-May-87,459.5,275.74,460.5,276.05
14-May-87,460,275.57,461.05,274.63
15-May-87,466.7,278.05,469.9,279.2
18-May-87,476.5,282.79,473.25,281.08
19-May-87,471.35,280.57,471.1,279.95
20-May-87,479.95,284.13,475.25,281.55
21-May-87,468.6,278.93,469.1,279.23
22-May-87,473.6,281.8,466.5,279.34
26-May-87,459.65,277.97,449,273.75
27-May-87,447.9,277.68,449.5,278.5
28-May-87,453.35,278.39,453.1,278.15
29-May-87,451.75,277.83,451,277.28
01-Jun-87,443.4,273.87,442.9,272.47
02-Jun-87,449.3,274.5,455,276.01
03-Jun-87,453.25,275.93,453,275.67
04-Jun-87,450.25,276.65,452.75,278.07
05-Jun-87,454.7,278.05,453.5,277.88
08-Jun-87,454.4,277.5,456.55,277.98
09-Jun-87,452.05,274.35,452.65,273.37
10-Jun-87,456.65,274.22,455.65,273.96
11-Jun-87,456.4,275.11,457,274.92
12-Jun-87,460.8,277.42,455.45,275.28
15-Jun-87,450.35,274.4,449.75,274.91
16-Jun-87,452.75,276.95,452.75,276.79
17-Jun-87,448.25,274.78,451.25,276.16
18-Jun-87,451.1,275.73,452.2,277
19-Jun-87,452.25,277.39,449,277.33
22-Jun-87,443.6,275.44,438,273.75
23-Jun-87,438.1,275.22,440.2,275.3
24-Jun-87,443,274.39,441.75,272.06
25-Jun-87,439,272.33,440.5,272.98
26-Jun-87,441.4,273.48,444.1,275.07
29-Jun-87,446,278.73,449.75,280.46
30-Jun-87,447.1,277.87,447.3,277.09
01-Jul-87,449.5,276.58,445.75,275.67
02-Jul-87,447.4,276.26,446.25,275.72
03-Jul-87,443,274.52,444.1,275.75
06-Jul-87,443.1,274.83,443.35,274.23
07-Jul-87,444.8,274.43,444.5,274.26
08-Jul-87,442.15,273.47,446.4,275.56
09-Jul-87,445.3,274.52,444.1,274.56
10-Jul-87,444.25,276.28,444.75,275.61
13-Jul-87,443.7,275.15,446.5,276.25
14-Jul-87,447.15,276.79,447,277.04
15-Jul-87,448.25,277.71,452.7,277.53
16-Jul-87,452.9,277.89,453.75,278.12
17-Jul-87,452.5,278.77,450.6,279.27
20-Jul-87,449.65,280.07,450.9,281.29
21-Jul-87,452.5,282.28,452.4,282.19
22-Jul-87,454.45,283.24,454.9,284.85
23-Jul-87,454.75,283.86,453.95,283.35
24-Jul-87,454,283.22,453.3,281.99
27-Jul-87,453.1,282.75,453.15,283.1
28-Jul-87,454.2,284.23,456.15,285.43
29-Jul-87,459.5,286.92,457.75,285.92
30-Jul-87,457.2,286.02,457.15,287.16
31-Jul-87,464.25,291.36,462.5,289.88
03-Aug-87,473.25,297.12,472.75,296.86
04-Aug-87,476,301.17,473.4,300.71
05-Aug-87,469.85,297.47,469.8,298
06-Aug-87,468.85,297.93,468.7,297.4
07-Aug-87,464,295.07,464.1,296.08
10-Aug-87,459.5,293.24,461.1,294.6
11-Aug-87,463.2,294.53,461.2,293.98
12-Aug-87,461,293.44,463.4,293.38
13-Aug-87,462,292.22,462.5,292.85
14-Aug-87,457.4,290.21,460,288.76
17-Aug-87,454.8,286.22,453.3,285.27
18-Aug-87,454.9,284.37,457.5,283.9
19-Aug-87,457.65,284.26,456.35,282.66
20-Aug-87,457.4,282.7,456.1,282.24
21-Aug-87,454.1,279.98,455.5,279.93
24-Aug-87,455.8,279.92,459.5,281.3
25-Aug-87,458.5,282.45,458,282.32
26-Aug-87,457.4,283.47,457.6,283.87
27-Aug-87,458.25,282.44,458.75,282.12
28-Aug-87,455.9,279.95,453.4,278.25
01-Sep-87,453.1,276.62,453.75,277.02
02-Sep-87,456.55,277.37,463.1,281.02
03-Sep-87,462.15,279.97,463.7,280.18
04-Sep-87,464.4,280.4,464.75,280.78
07-Sep-87,463.35,279.65,463.5,279.18
08-Sep-87,462.75,278.68,456.95,275.02
09-Sep-87,458,275.94,458.3,276.55
10-Sep-87,461,280.19,460.2,279.21
11-Sep-87,460.9,279.66,459.85,277.35
14-Sep-87,456.6,278.47,455.55,278.66
15-Sep-87,458.35,279.98,458.8,279.19
16-Sep-87,458.5,278.64,458.4,278.49
17-Sep-87,458.8,279.08,460.5,279.26
18-Sep-87,461.35,278.93,461.7,278.89
21-Sep-87,458.85,277.54,459.1,278.16
22-Sep-87,463.15,281.17,461.55,280.63
23-Sep-87,461.05,281.57,462.4,281.52
24-Sep-87,463.85,281.91,464,283.1
25-Sep-87,461,281.49,461.8,281.43
28-Sep-87,460.9,280.87,460.85,281.04
29-Sep-87,458.9,281.79,459.4,282.41
30-Sep-87,459.15,281.69,459.5,282.04
01-Oct-87,454.1,279.45,454.9,280.8
02-Oct-87,455,280.27,454.35,279.77
05-Oct-87,455.15,280.58,456.5,280.98
06-Oct-87,456.85,280.1,458,280.24
07-Oct-87,458.55,279.31,458.05,279.04
08-Oct-87,458.25,278.98,458.15,278.94
09-Oct-87,461.75,280.15,462.05,279.69
12-Oct-87,461.85,279.62,461.75,279.31
13-Oct-87,459.65,279.3,459.2,278.95
14-Oct-87,459.45,279.3,460.8,278.73
15-Oct-87,461.75,277.71,466.6,279.87
16-Oct-87,464.25,278.96,465.25,279.6
19-Oct-87,479.5,284.71,481,286.22
20-Oct-87,481.6,288.3,464.3,280.71
21-Oct-87,466.65,282.31,467,281.72
22-Oct-87,469.8,284.52,471.65,285.07
23-Oct-87,472.65,285.76,470.5,283.98
26-Oct-87,474.85,281.11,475,281.25
27-Oct-87,473.45,280.45,474,279.7
28-Oct-87,479.65,280.58,477.5,279.21
29-Oct-87,474.05,275.72,472.45,273.57
30-Oct-87,468,273.21,468.8,271.93
02-Nov-87,469.95,271.54,469.3,271.27
03-Nov-87,470.1,269.75,464.25,265.67
04-Nov-87,467,267.16,466.15,267.36
05-Nov-87,459.7,260.65,457.55,259.56
06-Nov-87,458.6,257.71,460,257.06
09-Nov-87,463.5,260.1,463.5,259.49
10-Nov-87,458.75,255.71,458.25,254.94
11-Nov-87,461.3,257.93,461.85,259.18
12-Nov-87,463,261.85,462.45,262.58
13-Nov-87,464.2,262.63,464.95,263.43
16-Nov-87,461.75,264.77,462.1,265.04
17-Nov-87,463.55,263.76,464.6,263.98
18-Nov-87,464.2,263.6,463.7,263.17
19-Nov-87,465.8,261.27,465.15,261.39
20-Nov-87,466.25,261.1,465.7,259.15
23-Nov-87,468.25,261.15,469.4,262.6
24-Nov-87,476.95,268.43,475,267.08
25-Nov-87,478.75,267.61,476.5,265.87
26-Nov-87,477.65,266.1,477.65,266.03
27-Nov-87,477.8,264.71,478.4,264.68
30-Nov-87,493.9,270.04,492.5,268.88
01-Dec-87,486.9,268.86,487.8,268.94
02-Dec-87,490,271.8,490.9,270.77
03-Dec-87,488.95,268.85,491.1,271.78
04-Dec-87,485.75,268.25,486.25,269.24
07-Dec-87,480.9,268.17,481.15,267.93
08-Dec-87,483,268.77,484.3,269.54
09-Dec-87,485.3,268.54,484.2,268.37
10-Dec-87,484.5,268.53,488,266.59
11-Dec-87,495,269.53,493.5,268.94
14-Dec-87,502.75,272.67,499.75,271.09
15-Dec-87,493.7,269.08,492.5,268.32
16-Dec-87,487.05,266.59,486.3,266.17
17-Dec-87,487.75,265.15,477.5,260.43
18-Dec-87,484.55,263.89,481,262.87
21-Dec-87,481,262.44,480,262.18
22-Dec-87,481.6,263.03,483,264.01
23-Dec-87,483.25,264.43,481.5,264.37
24-Dec-87,483.75,264.71,holiday,holiday
29-Dec-87,489.55,262.4,485.7,261.62
30-Dec-87,486.9,262.74,484.1,260.66
31-Dec-87,486.5,259.88,holiday,holiday
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1988,GOLD, A.M.,GOLD, P.M.
 ,USD,GBP,USD,GBP
04-Jan-88,484.1,258.32,480.5,256.34
05-Jan-88,477.3,257.31,475.5,260.16
06-Jan-88,481.6,263.5,481.4,267.33
07-Jan-88,483.95,266.49,483.5,266.76
08-Jan-88,479.5,266.09,483.9,267.9
11-Jan-88,485.3,265.92,483.9,265.27
12-Jan-88,482.05,264.98,480.4,263.88
13-Jan-88,481.4,262.63,481.9,263.72
14-Jan-88,480.9,264.09,481.4,264.46
15-Jan-88,484.8,265.5,480.3,270.29
18-Jan-88,475.85,269.15,475.4,268.36
